tweet,task,preprocessed,gpe_count,org_count,sentence_count,pos_tagged,noun
@USER @USER Isn’t it what liberals want? Now they are crying with the consequences- on a budget money comes out of some other program.. liberals just print more money,NOT,user isn’t it what liberals want ? now they are crying with the consequences- on a budget money comes out of some other program.. liberals just print more money,0.0,0.0,0.125,user_NOUN liberal_NOUN want_VERB cry_VERB consequences-_NOUN budget_NOUN money_NOUN come_VERB program_NOUN liberal_NOUN print_VERB money_NOUN,user liberal consequences- budget money program liberal money
@USER Oh shit this will trigger some bigots,OFF,user oh shit this will trigger some bigots,0.0,0.058823529411764705,0.0625,user_NOUN oh_INTJ shit_NOUN trigger_VERB bigot_NOUN,user shit bigot
@USER The biggest difference to me between the Conservative’s overall agenda and the Liberal’s: What Cons do makes me feel scared and depressed about others and the future. What Liberals do makes me feel happy and confident we’re on the right track. Neither is perfect but one is best.,NOT,user the biggest difference to me between the conservative’s overall agenda and the liberal’s: what cons do makes me feel scared and depressed about others and the future. what liberals do makes me feel happy and confident we’re on the right track. neither is perfect but one is best.,0.0,0.17647058823529413,0.1875,user_NOUN big_ADJ difference_NOUN conservative_ADJ overall_ADJ agenda_NOUN liberal_NOUN con_NOUN make_VERB feel_VERB scared_ADJ depressed_ADJ future_NOUN liberal_NOUN make_VERB feel_VERB happy_ADJ confident_ADJ right_ADJ track_NOUN perfect_ADJ good_ADJ,user difference agenda liberal con future liberal track
@USER @USER @USER Trump is declassifying information and there is nothing you can do about it.  He is NOT the subject of an investigation.  The FBI and DOJ have repeatedly said as much.  Go back to your quackery.,NOT,user trump is declassifying information and there is nothing you can do about it. he is not the subject of an investigation. the fbi and doj have repeatedly said as much. go back to your quackery.,0.0,0.058823529411764705,0.25,user_NOUN trump_NOUN declassify_VERB information_NOUN subject_NOUN investigation_NOUN fbi_PROPN doj_PROPN repeatedly_ADV say_VERB quackery_NOUN,user trump information subject investigation fbi doj quackery
@USER Looks Like The Jokes On Liberals Again.  #FortTrump #Poland #BoomingEconomy URL,NOT,user looks like the jokes on liberals again. forttrump poland boomingeconomy url,0.0,0.058823529411764705,0.125,user_NOUN look_VERB like_ADP joke_NOUN liberal_NOUN forttrump_PROPN poland_PROPN boomingeconomy_PROPN url_PROPN,user joke liberal forttrump poland boomingeconomy url
@USER There are more good people than criminals.  If the good people are armed the criminals won’t stand a chance.  In the USA the cities with the highest violent crime rates are those with the strictest gun control.  The Swiss are all armed and trained - violent crime is rare.,OFF,user there are more good people than criminals. if the good people are armed the criminals won’t stand a chance. in the usa the cities with the highest violent crime rates are those with the strictest gun control. the swiss are all armed and trained - violent crime is rare.,0.2,0.058823529411764705,0.25,user_NOUN good_ADJ people_NOUN criminal_NOUN good_ADJ people_NOUN armed_ADJ criminal_NOUN will_AUX stand_VERB chance_NOUN usa_PROPN city_NOUN high_ADJ violent_ADJ crime_NOUN rate_NOUN strict_ADJ gun_NOUN control_NOUN swiss_NOUN armed_ADJ train_VERB violent_ADJ crime_NOUN rare_ADJ,user people criminal people criminal chance usa city crime rate gun control swiss crime
@USER @USER Liberals apparently think NO ONE has rights unless having those rights furthers the leftist agenda.  I see it again and again and again.,NOT,user liberals apparently think no one has rights unless having those rights furthers the leftist agenda. i see it again and again and again.,0.0,0.0,0.125,user_NOUN liberal_NOUN apparently_ADV think_VERB right_NOUN have_VERB right_NOUN further_NOUN leftist_ADJ agenda_NOUN,user liberal right right further agenda
@USER We are actually thinking of making this event a gathering for local Antifa members and the #Resistance. Make your voices heard against #Drumpf. 🌊🌊🌊🏳️‍🌈,NOT,user we are actually thinking of making this event a gathering for local antifa members and the resistance. make your voices heard against drumpf. 🌊🌊🌊🏳️‍🌈,0.0,0.11764705882352941,0.1875,user_NOUN actually_ADV think_VERB make_VERB event_NOUN gathering_NOUN local_ADJ antifa_NOUN member_NOUN resistance_NOUN voice_NOUN hear_VERB drumpf_NOUN 🌊_NOUN 🌊_NOUN 🌊_NOUN 🏳_X ️‍_X 🌈_SPACE,user event gathering antifa member resistance voice drumpf 🌊 🌊 🌊
@USER Joe Scarborough still hasn't answered for the young woman that was found dead on his office. He is s lying chickenshit.,OFF,user joe scarborough still hasn't answered for the young woman that was found dead on his office. he is s lying chickenshit.,0.0,0.0,0.125,user_PROPN joe_PROPN scarborough_PROPN answer_VERB young_ADJ woman_NOUN find_VERB dead_ADJ office_NOUN s_PRON lie_VERB chickenshit_NOUN,user joe scarborough woman office chickenshit
"@USER This is a good example of why we can't ban the AR-15. Someone could've used gun control"" on those pussies.""",OFF,"user this is a good example of why we can't ban the ar-15. someone could've used gun control"" on those pussies.""",0.0,0.058823529411764705,0.125,user_NOUN good_ADJ example_NOUN ban_VERB ar-15_NOUN gun_NOUN control_NOUN pussy_NOUN,user example ar-15 gun control pussy
@USER Desperate! @USER will do whatever it takes to stay relevant even if it means jumping on the hate train! #HasBeen,NOT,user desperate ! user will do whatever it takes to stay relevant even if it means jumping on the hate train ! hasbeen,0.0,0.11764705882352941,0.1875,user_NOUN desperate_ADJ user_NOUN take_VERB stay_VERB relevant_ADJ mean_VERB jump_VERB hate_NOUN train_NOUN hasbeen_PROPN,user user hate train hasbeen
"@USER Question: Did you get the amount of money from liberals you wanted? After 30"" years, that was your only reason.""",NOT,"user question: did you get the amount of money from liberals you wanted ? after 30"" years, that was your only reason.""",0.0,0.0,0.125,user_NOUN question_NOUN money_NOUN liberal_NOUN want_VERB 30_NUM year_NOUN reason_NOUN,user question money liberal year reason
@USER please don’t make the same mistake with #Kavanaugh! He is a perjurer who is also a Trump lackey. #VoteNoOnKavanaugh URL,OFF,user please don’t make the same mistake with kavanaugh ! he is a perjurer who is also a trump lackey. votenoonkavanaugh url,0.0,0.11764705882352941,0.1875,user_NOUN mistake_NOUN kavanaugh_NOUN perjurer_NOUN trump_NOUN lackey_NOUN votenoonkavanaugh_ADJ url_PROPN,user mistake kavanaugh perjurer trump lackey url
@USER @USER @USER You are not helping people your case lol,NOT,user you are not helping people your case lol,0.0,0.0,0.0625,user_NOUN help_VERB people_NOUN case_NOUN lol_VERB,user people case
@USER @USER @USER @USER @USER Let’s keep the same energy when talking about gun control after a mass shooting,NOT,user let’s keep the same energy when talking about gun control after a mass shooting,0.0,0.0,0.0625,user_NOUN let_VERB energy_NOUN talk_VERB gun_NOUN control_NOUN mass_NOUN shooting_NOUN,user energy gun control mass shooting
@USER @USER You are such a fraud &amp; doing the fight against anti-Semitism an extreme disservice.,OFF,user you are such a fraud &amp; doing the fight against anti-semitism an extreme disservice.,0.0,0.0,0.0625,user_NOUN fraud_NOUN amp_PROPN fight_NOUN anti_NOUN semitism_ADJ extreme_ADJ disservice_NOUN,user fraud amp fight anti disservice
"@USER A little note for @USER -the Bible ( have you ever read that?) says that if the Holy Spirit is in us that we can fight off the devil. You lie and claim that you are holy (no human is holy by the way) so how dare you blame the devil? Your new name is Pope False Prophet"".""",OFF,"user a little note for user -the bible ( have you ever read that ?) says that if the holy spirit is in us that we can fight off the devil. you lie and claim that you are holy (no human is holy by the way) so how dare you blame the devil ? your new name is pope false prophet"".""",0.0,0.11764705882352941,0.1875,user_PROPN little_ADJ note_NOUN user_NOUN -the_PROPN bible_PROPN read_VERB say_VERB holy_ADJ spirit_PROPN fight_VERB devil_NOUN lie_VERB claim_VERB holy_ADJ human_NOUN holy_ADJ way_NOUN dare_AUX blame_VERB devil_NOUN new_ADJ pope_PROPN false_ADJ prophet_NOUN,user note user -the bible spirit devil human way devil pope prophet
@USER He is so brutal. Hopefully he sells the team...,OFF,user he is so brutal. hopefully he sells the team...,0.0,0.058823529411764705,0.125,user_NOUN brutal_ADJ hopefully_ADV sell_VERB team_NOUN,user team
"@USER Now to get inner cities, i.e.#Chicago, to have policies that promote job growth there so that the #nuclearfamily returns. The lack of one is why @USER @USER have the daily killings, NOT a gun control"" issue. #twill""",OFF,"user now to get inner cities, i.e.chicago, to have policies that promote job growth there so that the nuclearfamily returns. the lack of one is why user have the daily killings, not a gun control"" issue. twill""",0.0,0.058823529411764705,0.1875,user_NOUN inner_ADJ city_NOUN i.e.chicago_PROPN policy_NOUN promote_VERB job_NOUN growth_NOUN nuclearfamily_ADJ return_NOUN lack_NOUN user_NOUN daily_ADJ killing_NOUN gun_NOUN control_NOUN issue_NOUN twill_NOUN,user city i.e.chicago policy job growth return lack user killing gun control issue twill
@USER @USER This is absolutely hilarious. Liberals are so predictable.,OFF,user this is absolutely hilarious. liberals are so predictable.,0.0,0.0,0.125,user_NOUN absolutely_ADV hilarious_ADJ liberal_NOUN predictable_ADJ,user liberal
@USER @USER @USER @USER @USER notice his expression. He didnt know who it was or intentions. Security behind urged him to walk away. He is a great spirited man.,NOT,user notice his expression. he didnt know who it was or intentions. security behind urged him to walk away. he is a great spirited man.,0.0,0.0,0.25,user_NOUN notice_VERB expression_NOUN not_PART know_VERB intention_NOUN security_NOUN urge_VERB walk_VERB away_ADV great_ADJ spirited_ADJ man_NOUN,user expression intention security man
@USER surely he is a saint of these latter days,NOT,user surely he is a saint of these latter days,0.0,0.058823529411764705,0.0625,user_PROPN surely_ADV saint_NOUN day_NOUN,user saint day
@USER Yes bitch 😭😭😭😭,OFF,user yes bitch 😭😭😭😭,0.0,0.058823529411764705,0.0625,user_NOUN yes_INTJ bitch_NOUN 😭_VERB 😭_ADJ 😭_ADJ 😭_NOUN,user bitch 😭
@USER @USER And people take pride in living in a place where survival is a moment to moment struggle a d everything is just shit. They feel tougher and stronger than people in successful pleasant educated clean areas not plagued by violence and death. I've been that guy.,OFF,user and people take pride in living in a place where survival is a moment to moment struggle a d everything is just shit. they feel tougher and stronger than people in successful pleasant educated clean areas not plagued by violence and death. i've been that guy.,0.0,0.0,0.1875,user_NOUN people_NOUN pride_NOUN live_VERB place_NOUN survival_NOUN moment_NOUN moment_VERB struggle_VERB d_NOUN shit_NOUN feel_VERB tough_ADJ strong_ADJ people_NOUN successful_ADJ pleasant_ADJ educate_VERB clean_ADJ area_NOUN plague_VERB violence_NOUN death_NOUN guy_NOUN,user people pride place survival moment d shit people area violence death guy
"&gt;500 comments, and all negative, slamming Chris Hayes for promoting vote suppression via Michael I love rapist &amp; Putin-puppet Assange"" Moore &amp; his latest ""kill the Dems"" movie. How about a town hall on women's repro rights &amp; gun control on eve of Kavanaugh vote instead? URL",OFF,"&gt;500 comments, and all negative, slamming chris hayes for promoting vote suppression via michael i love rapist &amp; putin-puppet assange"" moore &amp; his latest ""kill the dems"" movie. how about a town hall on women's repro rights &amp; gun control on eve of kavanaugh vote instead ? url",0.0,0.11764705882352941,0.1875,gt;500_NOUN comment_NOUN negative_ADJ slamming_ADJ chris_PROPN hayes_PROPN promote_VERB vote_NOUN suppression_NOUN michael_PROPN love_VERB rapist_NOUN amp_PROPN putin_PROPN puppet_NOUN assange_NOUN moore_PROPN amp_PROPN late_ADJ kill_VERB dem_NOUN movie_NOUN town_NOUN hall_NOUN woman_NOUN repro_ADJ right_NOUN amp_NOUN gun_NOUN control_NOUN eve_NOUN kavanaugh_NOUN vote_NOUN instead_ADV url_INTJ,gt;500 comment chris hayes vote suppression michael rapist amp putin puppet assange moore amp dem movie town hall woman right amp gun control eve kavanaugh vote
@USER @USER Guess who is really perpetuating all this garbage??  LIBERALS,OFF,user guess who is really perpetuating all this garbage ? ? liberals,0.2,0.0,0.125,user_NOUN guess_VERB perpetuate_VERB garbage_NOUN liberal_NOUN,user garbage liberal
@USER @USER Liberals be like URL,NOT,user liberals be like url,0.0,0.0,0.0625,user_NOUN liberal_NOUN like_ADP url_ADJ,user liberal
@USER I have quit calling them liberals and I just call them Socialist Democrats.,NOT,user i have quit calling them liberals and i just call them socialist democrats.,0.0,0.058823529411764705,0.0625,user_NOUN quit_VERB call_VERB liberal_NOUN socialist_ADJ democrats_PROPN,user liberal democrats
@USER 2018-09-14 23:56  Congratulations! You are on no blocklists that we can find by scraping publicly available blocktogether lists  Please check my follows for people incorrectly blocked - URL,NOT,user 2018-09-14 23:56 congratulations ! you are on no blocklists that we can find by scraping publicly available blocktogether lists please check my follows for people incorrectly blocked - url,0.0,0.0,0.125,user_NOUN 2018_NUM 09_NUM 14_NUM 23:56_NUM congratulation_NOUN blocklist_NOUN find_VERB scrape_VERB publicly_ADV available_ADJ blocktogether_NOUN list_NOUN check_VERB follow_NOUN people_NOUN incorrectly_ADV block_VERB url_NOUN,user congratulation blocklist blocktogether list follow people url
